"CARMUSTINE","51","C(CCl)NC(=O)N(CCCl)N=O","2578"
"CELECOXIB","52","CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F","2662"
"CHLORAMBUCIL","53","C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl","2708"
"CLADRIBINE","54","C1C(C(OC1N2C=NC3=C2N=C(N=C3N)Cl)CO)O","20279"
"CLOFARABINE","55","C1=NC2=C(N1C3C(C(C(O3)CO)O)F)N=C(N=C2N)Cl","119182"
"CRIZOTINIB","56","CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N","11626560"
"CYTARABINE HYDROCHLORIDE","57","C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O.Cl","6252"
"DACARBAZINE","58","CN(C)NN=C1C(=NC=N1)C(=O)N","5353562"
"DACTINOMYCIN","59","CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C","457193"
"DAUNORUBICIN HYDROCHLORIDE","60","CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O.Cl","62770"
"DECITABINE","61","C1C(C(OC1N2C=NC(=NC2=O)N)CO)O","451668"
"DEXRAZOXANE","62","CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2","71384"
"DOCETAXEL","63","CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O","148124"
"DOXORUBICIN HYDROCHLORIDE","64","CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O.Cl","443939"
"ERIBULIN MESYLATE","65","CC1CC2CCC3C(=C)CC(O3)CCC45CC6C(O4)C7C(O6)C(O5)C8C(O7)CCC(O8)CC(=O)CC9C(CC(C1=C)O2)OC(C9OC)CC(CN)O.CS(=O)(=O)O","17755248"
"ERLOTINIB HYDROCHLORIDE","66","COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC.Cl","176871"
"ESTRAMUSTINE PHOSPHATE SODIUM","67","CC12CCC3C(C1CCC2OP(=O)([O-])[O-])CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl.[Na+].[Na+]","444000"
"EVEROLIMUS","68","CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC","6442177"
"EXEMESTANE","69","CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C","60198"
"FLOXURIDINE","70","C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O","5790"
"FULVESTRANT","71","CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F","104741"
"GEFITINIB","72","COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4","123631"
"GEMCITABINE HYDROCHLORIDE","73","C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F.Cl","60749"
"HYDROXYUREA","74","C(=O)(N)NO","3657"
"IFOSFAMIDE","75","C1CN(P(=O)(OC1)NCCCl)CCCl","3690"
"IMATINIB MESYLATE","76","CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O","123596"
"IMIQUIMOD","77","CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N","57469"
"IXABEPILONE","78","CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C","6445540"
"LENALIDOMIDE","79","C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N","216326"
"LETROZOLE","80","C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3","3902"
"LOMUSTINE","81","C1CCC(CC1)NC(=O)N(CCCl)N=O","3950"
"MECHLORETHAMINE HYDROCHLORIDE","82","CN(CCCl)CCCl.Cl","5935"
"MEGESTROL ACETATE","83","CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C","11683"
"MELPHALAN","84","C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl","460612"
"MERCAPTOPURINE","85","C1=NC2=C(N1)C(=S)N=CN2","667490"
"METHOXSALEN","86","COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2","4114"
"MITOTANE","87","C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl","4211"
"MITOXANTRONE","88","C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO","4212"
"NELARABINE","89","COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N","3011155"
"NILOTINIB","90","CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5","644241"
"PAZOPANIB HYDROCHLORIDE","91","CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N.Cl","11525740"
"PEMETREXED DISODIUM","92","C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)NC(CCC(=O)[O-])C(=O)[O-].[Na+].[Na+]","6918197"
"PENTOSTATIN","93","C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O","439693"
"PIPOBROMAN","94","C1CN(CCN1C(=O)CCBr)C(=O)CCBr","4842"
"PLICAMYCIN","95","CC1C(C(CC(O1)OC2CC(OC(C2O)C)OC3=CC4=CC5=C(C(=O)C(C(C5)C(C(=O)C(C(C)O)O)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O","163659"
"PRALATREXATE","96","C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O","148121"
"PROCARBAZINE HYDROCHLORIDE","97","CC(C)NC(=O)C1=CC=C(C=C1)CNNC.Cl","9703"
"QUINACRINE HYDROCHLORIDE","98","CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC.Cl","5351141"
"RALOXIFENE HYDROCHLORIDE","99","C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl","54900"
"ROMIDEPSIN","100","CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C","5352062"
"RUXOLITINIB","101","C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3","25126798"
"SIROLIMUS","102","CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC","5284616"
"SORAFENIB TOSYLATE","103","CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F","406563"
"STREPTOZOCIN","104","CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O","29327"
"TAMOXIFEN CITRATE","105","CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O","2733525"
"TENIPOSIDE","106","COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O","452548"
"THALIDOMIDE","107","C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O","5426"
"THIOGUANINE","108","C1=NC2=C(N1)C(=S)N=C(N2)N","2723601"
"THIOTEPA","109","C1CN1P(=S)(N2CC2)N3CC3","5453"
"TOPOTECAN HYDROCHLORIDE","110","CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=C(C5=C4)CN(C)C)O)O.Cl","60699"
"TRETINOIN","111","CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C","444795"
"TRIETHYLENEMELAMINE","112","C1CN1C2=NC(=NC(=N2)N3CC3)N4CC4","5799"
"URACIL MUSTARD","113","C1=C(C(=O)NC(=O)N1)N(CCCl)CCCl","6194"
"VALRUBICIN","114","CCCCC(=O)OCC(=O)C1(CC(C2=C(C3=C(C(=C2C1)O)C(=O)C4=C(C3=O)C(=CC=C4)OC)O)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O","454216"
"VANDETANIB","115","CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC","3081361"
"VEMURAFENIB","116","CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)C4=CC=C(C=C4)Cl)F","42611257"
"VINBLASTINE SULFATE","117","CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O","5388983"
"VINCRISTINE SULFATE","118","CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O","249332"
"VINORELBINE TARTRATE","119","CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC.C(C(C(=O)O)O)(C(=O)O)O.C(C(C(=O)O)O)(C(=O)O)O","11607738"
"VISMODEGIB","120","CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl","24776445"
"ZOLEDRONIC ACID","121","C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O","68740"
"L778123","122","C1CN(C(=O)CN1CC2=CN=CN2CC3=CC=C(C=C3)C#N)C4=CC(=CC=C4)Cl","216454"
"OXALIPLATIN","123","C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]","9887054"
"4'-EPIADRIAMYCIN","124","CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O","41867"
"ARSENIC TRIOXIDE","125","[O-2].[O-2].[O-2].[As+3].[As+3]","14888"
"CISPLATIN","126","N[Pt](N)(Cl)Cl","84691"
"IDARUBICIN HYDROCHLORIDE","127","CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O","42890"
"DESOXYCORTICOSTERONE PIVALATE","128","CC12CCC3C(C1CCC2C(=O)COC(=O)C(C)(C)C)CCC4=CC(=O)CCC34C","11876263"
"ALISKIREN","129","CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N","5493444"
"CHLOROQUINE","130","CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl","2719"
"DEXMEDETOMIDINE","131","CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C","5311068"
"ZALEPLON","132","CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C","5719"
"MAPROTILINE","133","CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24","4011"
"ISOSORBIDE DINITRATE","134","C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-]","6883"
"ARGATROBAN","135","CC1CCN(C(C1)C(=O)O)C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C","92722"
"PYRIDOSTIGMINE BROMIDE","136","C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-]","7550"
"AZATADINE","137","CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1","19861"
"PRAMIPEXOLE","138","CCCNC1CCC2=C(C1)SC(=N2)N","119570"
"CARBACHOL","139","C[N+](C)(C)CCOC(=O)N.[Cl-]","5831"
"ASENAPINE","140","CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24","3036780"
"NORCISAPRIDE","141","COC1CNCCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl","3019427"
"AMODIAQUINE","142","CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O","2165"
"ROSIGLITAZONE","143","CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3","77999"
"AMILORIDE","144","C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N","16231"
"HYDROXYCHLOROQUINE","145","CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO","3652"
"CLOPIDOGREL","146","COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3","60606"
"TRANYLCYPROMINE","147","C1C(C1N)C2=CC=CC=C2","19493"
"OSELTAMIVIR","148","CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC","65028"
"OXYPHENONIUM BROMIDE","149","CC[N+](C)(CC)CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.[Br-]","5748"
"DOPAMINE","150","C1=CC(=C(C=C1CCN)O)O","681"
"TRIFLUOPERAZINE","151","CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F","5566"
"MARAVIROC","152","CC1=NN=C(N1C2CC3CCC(C2)N3CCC(C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C","3002977"
"ULIPRISTAL ACETATE","153","CC(=O)C1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)OC(=O)C","130904"
"OLMESARTAN","154","CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O","158781"
"DIPHENIDOL","155","C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O","3055"
"PARGYLINE","156","CN(CC#C)CC1=CC=CC=C1","4688"
"MEMANTINE","157","CC12CC3CC(C1)(CC(C3)(C2)N)C","4054"
"FLUVOXAMINE","158","COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F","5324346"
"3-AMINO-2-OXAZOLIDINONE","159","C1COC(=O)N1N","65725"
"IBUTILIDE","160","CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O","60753"
"PROGUANIL","161","CC(C)N=C(N)N=C(N)NC1=CC=C(C=C1)Cl","6178111"
"SERTRALINE","162","CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl","68617"
"NALTREXONE","163","C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O","5360515"
"VECURONIUM BROMIDE","164","CC(=O)OC1CC2CCC3C(C2(CC1N4CCCCC4)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-]","39764"
"MINOXIDIL","165","C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O","4201"
"TRIHEXYPHENIDYL","166","C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O","5572"
"LEVONORGESTREL","167","CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34","13109"
"IMIPRAMINE","168","CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31","3696"
"FLUMAZENIL","169","CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C","3373"
"PENTAMIDINE","170","C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N","4735"
"CANRENONE","171","CC12CCC(=O)C=C1C=CC3C2CCC4(C3CCC45CCC(=O)O5)C","13789"
"DRONEDARONE","172","CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC","208898"
"METHYCLOTHIAZIDE","173","CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl","4121"
"TESTOSTERONE","174","CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C","6013"
"RILUZOLE","175","C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N","5070"
"TRIAMTERENE","176","C1=CC=C(C=C1)C2=NC3=C(N=C2N)N=C(N=C3N)N","5546"
"CEVIMELINE","177","CC1OC2(CN3CCC2CC3)CS1","83898"
"BUMETANIDE","178","CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2","2471"
"CYTARABINE","179","C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O","6253"
"LOPERAMIDE","180","CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4","3955"
"NISOLDIPINE","181","CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC","4499"
"SUMATRIPTAN","182","CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C","5358"
"SITAGLIPTIN","183","C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N","4369359"
"DISULFIRAM","184","CCN(CC)C(=S)SSC(=S)N(CC)CC","3117"
"TAMOXIFEN","185","CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3","2733526"
"SAXAGLIPTIN","186","C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N","11243969"
"EZETIMIBE","187","C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O","150311"
"CISAPRIDE","188","COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F","2769"
"RISPERIDONE","189","CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F","5073"
"DIHYDROERGOTAMINE","190","CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C","10531"
"DUTASTERIDE","191","CC12CCC3C(C1CCC2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CCC5C3(C=CC(=O)N5)C","6918296"
